userID,ce_car,ce_transit,current_mode_av,sr_av,sv_av,scenario_id,block,question_order,choice,confidence,current_mode_cost,current_mode_time,current_mode_distance_km,sr_tt_pivotmultiplier,sr_tc_pivotmultiplier,sr_tt,sr_tt_delta,sr_cost,sr_cost_delta,sv_tt_pivotmultiplier,sv_tc_pivotmultiplier,sv_tt,sv_tt_delta,sv_cost,sv_cost_delta,acceptable_sedan_noCovid,acceptable_van_noCovid,acceptable_sedan_covid,acceptable_van_covid,sr_numshare,sr_reserve,sr_wait,sr_walk,sr_desgpickup,sv_numshare,sv_reserve,sv_wait,sv_walk,sv_desgpickup,no_choice_change,com_parking_reserved_free,com_parking_reserved_pays,com_parking_unres_free,com_parking_unres_pays,com_car_parking_price,com_car_parking_search_time,past_moved_in_spouse,past_change_job_loc,past_bought_car,past_travel_more,past_had_child,past_none_above,future_moved_in_spouse,future_change_job_loc,future_bought_car,future_travel_more,future_none_above,carpool_app_dummy,ridehailing_app_dummy,carsharing_app_monthly,airbnb_app_yearly,intrinsic1,intrinsic2,extrinsic1,enviro1,extrinsic2,extrinsic3,schedule1,intention1,schedule2,extrinsic4,enviro2,schedule3,schedule4,ios,covidcomfort1,covidcomfort2,covidcomfort3,covidimpactscale,covid_impact_fired,covid_impact_furlough,covid_impact_wagecut,covid_impact_isolation,covid_impact_hospitalized,covid_impact_noneabove,com_transit_paymonthly,com_transit_cost_monthly,com_transit_cost_daily,com_transit_access_time,com_transit_waiting_time,com_transit_alsoOther,com_transit_alsoPrivateAlone,com_transit_alsoPrivateDriverPooled,com_transit_alsoPrivatePassenger,com_transit_alsoMotorcycle,com_transit_alsoTaxi,work_notflexible,work_startearly,work_startlate,work_startearlylate,pastweek_pickup_relative,pastweek_medical_visit,pastweek_meet_wfriends,pastweek_other,pastweek_notransit.surveybove,male,byear,num_children,marital_single,marital_married,marital_divorced,marital_widow,num_kids,jewish_community,rIdentity_religious,rIdentity_secular,rIdentity_traditional,rIdentity_orthodox,district_telaviv,district_central,inc_below_avg,inc_lilbelow_avg,inc_avg,inc_lilabove_avg,inc_above_avg,inc_no_inc,inc_refuse_answer,edu_noHS,edu_HS,edu_uni,edu_masters,edu_phd,edu_vocational,job_employee,job_employer,job_freelance,job_jrmanager,job_kibbutz,job_midmanager,job_notseeking,job_pupil,job_retired,job_srmanager,job_soldier,job_student,job_unemp,job_yeshiva,year_immigrated,immigrant,child_byear_youngest,child_byear_oldest,vote2019,vote2019_novoteinfo,vote2019_likud,vote2019_bluewhite,vote2019_shas,vote2019_torah,vote2019_arab1,vote2019_labor,vote2019_russian,vote2019_rightreligious,vote2019_meretz,vote2019_kulanu,vote2019_arab2,vote2019_newright,vote2019_other,vote2019_novote,vote2019_refusedvote,vote2019b,vote2019b_novoteinfo,vote2019b_likud,vote2019b_bluewhite,vote2019b_arab,vote2019b_shas,vote2019b_russian,vote2019b_torah,vote2019b_right,vote2019b_labor,vote2019b_meretz,vote2019b_otzma,vote2019b_other,vote2019b_novote,vote2019b_refusedvote,vote2020_arab,vote2020_bluewhite,vote2020_likud,vote2020_meretz,vote2020_NA,vote2020_novote,vote2020_other,vote2020_refuseanswer,vote2020_right,vote2020_russian,vote2020_shas,vote2020_torah,vote2020_rightwing,vote2020_leftwing,age,social_orthodox,social_religious,social_russian,social_secular,social_traditional,transit_walk,transit_wait
61199,1,0,1,1,1,9,2,3,2,4,198,55,99,0.7,0.9,38,-17,178,-20,1.15,0.7,63,8,139,-59,0,1,1,0,0,0,2,0,1,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,4,5,4,5,3,3,3,1,4,5,5,5,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1975,2,0,0,1,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,2009,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,1,0,0
61199,1,0,1,1,1,12,2,6,2,4,198,55,99,1,0.8,55,0,158,-40,1.3,0.55,72,17,109,-89,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,4,5,4,5,3,3,3,1,4,5,5,5,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1975,2,0,0,1,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,2009,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,1,0,0
61379,1,0,1,1,1,6,1,6,2,1,18,35,9,1,0.8,35,0,14,-4,1.15,0.55,40,5,10,-8,0,1,0,1,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,4,2,2,1,3,4,4,1,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1984,2,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2016,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,0,0,0,1,0,0,0
61379,1,0,1,1,1,5,1,5,3,2,18,35,9,1,0.8,35,0,14,-4,1.3,0.55,46,11,10,-8,0,1,0,1,1,0,1,0,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,4,2,2,1,3,4,4,1,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1984,2,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2016,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,0,0,0,1,0,0,0
61379,1,0,1,1,1,2,1,2,3,3,18,35,9,0.7,0.9,24,-11,16,-2,1.3,0.7,46,11,13,-5,0,1,0,1,0,1,0,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,4,2,2,1,3,4,4,1,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1984,2,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2016,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,0,0,0,1,0,0,0
61379,1,0,1,1,1,3,1,3,3,2,18,35,9,0.7,0.9,24,-11,16,-2,1.15,0.7,40,5,13,-5,0,1,0,1,0,1,1,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,4,2,2,1,3,4,4,1,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1984,2,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2016,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,0,0,0,1,0,0,0
61379,1,0,1,1,1,1,1,1,3,2,18,35,9,1.3,0.7,46,11,13,-5,1,0.85,35,0,15,-3,0,1,0,1,2,2,2,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,4,2,2,1,3,4,4,1,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1984,2,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2016,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,0,0,0,1,0,0,0
61379,1,0,1,1,1,4,1,4,3,2,18,35,9,1.3,0.7,46,11,13,-5,1,0.85,35,0,15,-3,0,1,0,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,4,2,2,1,3,4,4,1,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1984,2,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2016,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,0,0,0,1,0,0,0
61390,1,0,1,1,1,11,2,5,1,4,38,20,19,1,0.8,20,0,30,-8,1.3,0.55,26,6,21,-17,1,0,1,0,1,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,2,2,4,5,5,4,5,2,3,5,5,4,5,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1991,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0,0,0,0,1,0,0
61390,1,0,1,1,1,8,2,2,2,4,38,20,19,1.3,0.7,26,6,27,-11,1.3,0.85,26,6,32,-6,1,0,1,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,2,2,4,5,5,4,5,2,3,5,5,4,5,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1991,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0,0,0,0,1,0,0
61390,1,0,1,1,1,7,2,1,2,5,38,20,19,1,0.7,20,0,27,-11,1,0.85,20,0,32,-6,0,1,0,1,2,0,1,2,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,2,2,4,5,5,4,5,2,3,5,5,4,5,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1991,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0,0,0,0,1,0,0
61390,1,0,1,1,1,10,2,4,1,4,38,20,19,0.7,0.9,14,-6,34,-4,1.15,0.7,23,3,27,-11,1,0,1,0,0,2,0,2,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,2,2,4,5,5,4,5,2,3,5,5,4,5,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1991,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0,0,0,0,1,0,0
61390,1,0,1,1,1,12,2,6,1,5,38,20,19,1,0.8,20,0,30,-8,1.3,0.55,26,6,21,-17,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,2,2,4,5,5,4,5,2,3,5,5,4,5,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1991,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0,0,0,0,1,0,0
61390,1,0,1,1,1,9,2,3,1,4,38,20,19,0.7,0.9,14,-6,34,-4,1.15,0.7,23,3,27,-11,1,0,1,0,0,0,2,0,1,2,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,2,2,4,5,5,4,5,2,3,5,5,4,5,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1991,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0,0,0,0,1,0,0
61725,1,0,1,1,1,2,1,2,1,4,22,27,11,0.7,0.9,19,-8,20,-2,1.3,0.7,35,8,15,-7,1,0,1,0,0,1,0,2,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,5,4,4,2,2,5,2,2,1,3,4,4,1,3,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1976,3,0,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44,0,1,0,0,0,0,0
